path,label,dataset,speaker,split
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia53_utt2.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia53_utt3.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia53_utt4.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia53_utt5.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia53_utt6.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia53_utt7.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia53_utt8.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt0.mp4,disgust,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt1.mp4,sadness,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt10.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt11.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt12.mp4,fear,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt2.mp4,anger,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt3.mp4,fear,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt4.mp4,fear,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt5.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt6.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt7.mp4,anger,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt8.mp4,sadness,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia54_utt9.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia55_utt0.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt0.mp4,surprise,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt1.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt10.mp4,sadness,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt11.mp4,sadness,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt12.mp4,sadness,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt13.mp4,sadness,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt14.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt15.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt16.mp4,sadness,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt2.mp4,surprise,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt3.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt4.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt5.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt6.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt7.mp4,sadness,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt8.mp4,sadness,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia56_utt9.mp4,sadness,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt0.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt1.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt10.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt11.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt12.mp4,joy,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt2.mp4,fear,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt3.mp4,fear,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt4.mp4,joy,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt5.mp4,joy,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt6.mp4,surprise,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt7.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt8.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia57_utt9.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia58_utt0.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia58_utt1.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia58_utt10.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia58_utt11.mp4,joy,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia58_utt2.mp4,surprise,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia58_utt3.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia58_utt4.mp4,anger,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia58_utt5.mp4,surprise,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia58_utt6.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia58_utt7.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia58_utt8.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia58_utt9.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia59_utt0.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia59_utt1.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia59_utt2.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia59_utt3.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia59_utt4.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt0.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt1.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt10.mp4,anger,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt11.mp4,anger,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt12.mp4,anger,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt2.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt3.mp4,surprise,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt4.mp4,anger,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt5.mp4,anger,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt6.mp4,anger,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt7.mp4,anger,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt8.mp4,anger,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia5_utt9.mp4,anger,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia60_utt0.mp4,surprise,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia60_utt1.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia60_utt2.mp4,anger,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia60_utt3.mp4,joy,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia60_utt4.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia60_utt5.mp4,joy,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia60_utt6.mp4,joy,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia61_utt0.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia61_utt1.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia61_utt2.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia61_utt3.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia61_utt4.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia61_utt5.mp4,sadness,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia62_utt0.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia62_utt1.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia62_utt2.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia62_utt3.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia62_utt4.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia62_utt5.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt0.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt1.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt10.mp4,joy,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt11.mp4,joy,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt12.mp4,surprise,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt13.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt14.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt15.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt16.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt17.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt18.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt19.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt2.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt20.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt3.mp4,surprise,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt4.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt5.mp4,anger,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt6.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt7.mp4,sadness,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt8.mp4,sadness,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia63_utt9.mp4,surprise,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia64_utt0.mp4,anger,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia64_utt1.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia64_utt2.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia64_utt3.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia64_utt4.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia65_utt0.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia65_utt1.mp4,surprise,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia65_utt10.mp4,joy,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia65_utt2.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia65_utt3.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia65_utt4.mp4,surprise,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia65_utt5.mp4,joy,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia65_utt6.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia65_utt7.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia65_utt8.mp4,neutral,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia65_utt9.mp4,fear,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia66_utt0.mp4,surprise,meld,,dev
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia66_utt1.mp4,neutral,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia66_utt10.mp4,joy,meld,,train
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\meld\dev\dev_splits_complete\dia66_utt11.mp4,sadness,meld,,train
